A01nficha;A01uf;localidade;setor_distrito;morador_id;index;idade_calculada;E02_1;E02_2;E02_3;E03;E03_1;E03_1_1;E03_2;E03_2_1;E04;E04_1;E04_1_1;E05;E06;E06_1;E07;E08;E08_1;E09;E10;E11;E12;E13;E14;E15_A;E15_B;E15_1;E16;E16_1;E17;E18;E19;E19_1;E20;E20_1;E21;E22;E22_1;F01;F02;F03_1;F03_2;F04;F05_1;F05_2;F05_3;F05_4;G01;G02;G03;G04;G05;G06;G06_1;G06_2;H01;H02;H03;H04_1;H04_2;H04_3;H04_4;H05_1;H05_2;H05_3;H05_4;H05_5;H05_6;H05_7;H05_8;H05_9;H05_10;H05_11;H06;H07;H08;H09;H10;H11;H12;H13;I01;I02;I03_1;I03_1_1;I03_1_1_r;I03_2;I03_2_1;I03_2_1_r;I04;I05;I05_1;I06;I07;I08;I09_1;I09_2;I09_3;I09_4;I09_5;I09_6;I09_7;I09_8;I09_9;I10;I13;I14;I15;I16;I18;I19;I20;I20_r;I21;I21_r;I22_1;I22_1_r;I22_2;I22_2_r;I23;renda_ind;renda_ind_r;infla_ipcadf;id_genero;orientacao_sx;lgbtqiam;escolaridade;peso_mor
22873;53;5331;37;22873-1;1;21;99999;99999;21;1;1;99999;5;99999;1;1;22873-5;3;2;99999;2;1;22873-5;2;4;4;4;4;4;88888;99999;99999;99999;99999;88888;88888;99999;99999;7653;5331;88888;88888;99999;1;0;1;0;1;2;1;2;2;88888;99999;99999;99999;88888;99999;99999;99999;1;2;88888;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;1;88888;88888;88888;1;88888;2;2;2;2;1;2;2;99999;5;88888;88888;99999;99999;99999;88888;88888;88888;99999,0;88888;99999,0;88888;99999,0;88888;99999,0;6;99999;99999,0;0,984258285;1;2;2;8;9,682930765
22873;53;5331;37;22873-2;2;14;99999;99999;14;1;99999;99999;99999;99999;16;99999;99999;4;12;99999;1;3;99999;99999;4;4;4;4;4;76;22;76221100;99999;99999;13;13;99999;99999;7653;5331;1;2;99999;1;0;1;0;1;2;1;2;2;2;99999;99999;99999;2;99999;99999;99999;1;1;99999;1;1;1;0;2;2;2;2;2;2;2;2;1;99999;9;1;4;7;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;0;0;0,0;0,984258285;99999;99999;99999;2;7,970705203
22873;53;5331;37;22873-3;3;13;99999;99999;13;2;99999;99999;99999;99999;16;99999;99999;4;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5331;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;2;99999;99999;1;1;99999;1;1;2;0;2;2;2;2;2;2;2;2;1;99999;9;1;4;8;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;10;0;0,0;0,984258285;99999;99999;99999;2;7,96308137
22873;53;5331;37;22873-4;4;7;99999;99999;7;1;99999;99999;99999;99999;16;99999;99999;4;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5331;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;99999;99999;99999;2;1;99999;1;1;1;0;2;1;2;2;2;2;2;2;2;99999;2;2;4;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,984258285;99999;99999;99999;2;8,816040428
22873;53;5331;37;22873-5;5;35;99999;99999;35;2;2;99999;5;99999;2;99999;99999;5;2;99999;2;1;22873-1;2;4;4;4;4;4;76;21;76211130;99999;99999;30;30;99999;99999;7653;5331;1;2;99999;1;0;1;0;2;99999;99999;99999;99999;2;99999;99999;99999;2;1;6;18;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;6;2;2;2;99999;99999,0;2;99999;99999,0;1;88888;88888;40;1;5;1;2;2;2;2;2;2;99999;1;2;4;99999;99999;99999;2;2;88888;99999,0;88888;99999,0;99999;99999,0;88888;99999,0;20;99999;99999,0;0,984258285;1;2;2;2;8,903471841
22898;53;5330;35;22898-1;1;84;99999;99999;84;2;2;99999;5;99999;1;2;99999;1;5;99999;4;2;99999;2;2;3;2;3;4;76;35;76352900;99999;99999;10;10;7635;76352900;7653;5330;4;2;99999;1;0;0;1;2;99999;99999;99999;99999;1;1;4;1;2;1;6;21;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;7;2;2;1;1412;1421,901283;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;7;1412;1421,901283;0,993036589;1;2;2;2;32,3101964
22898;53;5330;35;22898-2;2;32;99999;99999;32;2;2;99999;5;99999;10;99999;99999;1;5;99999;1;3;99999;1;4;4;4;4;4;76;35;76355030;99999;99999;15;10;7653;765303;7653;5330;1;2;99999;1;0;0;1;1;2;1;2;2;1;1;4;1;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;88888;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;21;0;0,0;0,993036589;1;2;2;7;85,3371165
22898;53;5330;35;22898-3;3;60;99999;99999;60;2;2;99999;5;99999;5;99999;99999;1;5;99999;1;2;99999;2;3;4;4;4;4;76;17;76170210;99999;99999;10;10;7635;76352900;7653;5330;1;2;99999;1;0;0;1;1;2;1;2;2;1;1;4;0;2;1;1;29;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;7;2;2;2;99999;99999,0;2;99999;99999,0;1;0;7;44;1;3;1;2;2;2;2;2;2;99999;1;3;3;99999;99999;99999;1;1;1412;1421,901283;0;0,0;99999;99999,0;88888;99999,0;7;99999;99999,0;0,993036589;1;2;2;2;39,15377687
22929;53;5309;12;22929-1;1;44;1979-02-07;99999;99999;1;1;99999;5;99999;1;1;22929-2;4;2;99999;2;1;22929-2;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5309;99999;2;99999;1;0;0;1;1;2;1;1;1;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;30;88888;44;1;3;2;1;1;2;2;1;2;99999;2;1;7;99999;1;1;99999;1;10000;10257,63019;0;0,0;99999;99999,0;88888;99999,0;0;99999;99999,0;0,974884044;1;2;2;5;159,5999981
22929;53;5309;12;22929-2;2;42;1981-08-19;99999;99999;2;2;99999;5;99999;2;99999;99999;4;2;99999;2;1;22929-1;1;4;4;4;4;4;76;53;7653;2;88888;42;25;99999;99999;99999;5309;1;2;99999;1;0;0;1;1;1;1;1;1;2;99999;99999;99999;1;1;2;22;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;8;2;2;2;99999;99999,0;2;99999;99999,0;1;4;3;44;1;9;2;1;2;2;2;2;2;99999;2;1;1;2;99999;99999;99999;1;5000;5128,815097;0;0,0;99999;99999,0;88888;99999,0;21;99999;99999,0;0,974884044;1;2;2;7;180,8326022
22929;53;5309;12;22929-3;3;18;2005-02-15;99999;99999;2;2;99999;4;99999;4;99999;99999;1;2;99999;1;3;99999;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5309;99999;2;99999;2;1;1;0;1;1;1;1;1;1;2;4;3;1;2;99999;99999;1;1;99999;2;1;1;3;1;2;2;2;1;2;2;2;2;99999;1;7;9;3;2;99999;99999;99999;99999;1;1;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;14;0;0,0;0,974884044;1;1;1;6;161,1245452
22929;53;5309;12;22929-4;4;5;2018-08-01;99999;99999;2;99999;99999;99999;99999;4;99999;99999;1;2;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5309;99999;99999;99999;1;0;0;0;1;2;1;1;1;1;2;4;3;1;99999;99999;99999;2;1;99999;2;1;2;9;2;2;2;2;1;2;2;2;2;99999;5;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,974884044;99999;99999;99999;1;192,7083914
23048;53;5316;20;23048-1;1;66;1958-05-19;99999;99999;2;2;99999;5;99999;1;1;23048-2;1;1;99999;2;1;23048-2;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5316;99999;2;99999;1;0;1;0;1;1;1;1;1;2;99999;99999;99999;1;1;2;28;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;1;77777;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;3;99999;99999,0;1,0017;1;2;2;7;18,95671997
23048;53;5316;20;23048-2;2;69;99999;99999;69;1;1;99999;5;99999;2;99999;99999;1;1;99999;2;1;23048-1;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5316;99999;2;99999;1;0;1;0;1;1;1;1;1;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;1;88888;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;3;99999;99999,0;1,0017;1;2;2;7;22,53314291
23048;53;5316;20;23048-3;3;37;99999;99999;37;2;2;99999;5;99999;4;99999;99999;1;1;99999;2;1;23048-4;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5316;99999;2;99999;1;0;1;0;1;1;1;1;1;1;2;2;1;1;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;2;99999;99999,0;2;99999;99999,0;1;88888;88888;40;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;99999;1;1;99999;1;88888;99999,0;88888;99999,0;99999;99999,0;0;0,0;3;99999;99999,0;1,0017;1;2;2;7;25,92775664
23048;53;5316;20;23048-4;4;38;99999;99999;38;1;1;99999;5;99999;7;99999;99999;4;1;99999;2;1;23048-3;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5316;99999;2;99999;1;0;1;0;1;1;1;1;1;1;2;2;1;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;2;99999;99999,0;2;99999;99999,0;1;88888;88888;40;2;0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;99999;1;1;99999;1;88888;99999,0;88888;99999,0;99999;99999,0;0;0,0;3;99999;99999,0;1,0017;1;2;2;7;26,0633353
23079;53;5305;8;23079-1;1;39;99999;99999;39;2;2;99999;5;99999;1;1;23079-2;4;88888;99999;88888;1;23079-2;88888;4;4;4;4;4;88888;99999;99999;99999;99999;88888;88888;99999;99999;7653;5305;88888;88888;99999;88888;88888;88888;88888;88888;99999;99999;99999;99999;88888;99999;99999;99999;88888;88888;99999;99999;88888;88888;88888;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;88888;88888;99999;99999,0;88888;99999;99999,0;88888;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;99999;99999,0;99999;99999,0;88888;99999,0;88888;99999,0;88888;99999;99999,0;0,989671705;1;2;2;8;58,41486308
23079;53;5305;8;23079-2;2;44;99999;99999;44;1;1;99999;5;99999;2;99999;99999;4;88888;99999;88888;1;23079-1;88888;4;4;4;4;4;88888;99999;99999;99999;99999;88888;88888;99999;99999;7653;5305;88888;88888;99999;88888;88888;88888;88888;88888;99999;99999;99999;99999;88888;99999;99999;99999;88888;99999;99999;99999;88888;88888;88888;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;88888;88888;99999;99999,0;88888;99999;99999,0;88888;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;99999;99999,0;99999;99999,0;99999;99999,0;88888;99999,0;88888;99999;99999,0;0,989671705;1;2;2;8;41,62293978
23079;53;5305;8;23079-3;3;0;99999;99999;0;2;99999;99999;99999;99999;4;99999;99999;4;88888;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;99999;99999;99999;99999;88888;88888;99999;99999;99999;99999;88888;99999;99999;88888;88888;88888;88888;88888;99999;99999;99999;99999;88888;99999;99999;99999;88888;99999;99999;99999;99999;88888;88888;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,989671705;99999;99999;99999;8;53,65273865
23081;53;5323;27;23081-1;1;55;99999;99999;55;2;2;99999;5;99999;1;1;23081-2;1;2;99999;2;1;23081-2;2;4;3;4;4;4;76;25;76251210;99999;99999;40;30;7653;99999;7653;5323;1;2;99999;1;0;1;0;2;99999;99999;99999;99999;1;1;4;0;2;1;4;20;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;88888;99999,0;0;0,0;20;99999;99999,0;0,974884044;1;2;2;8;5,07958235
23081;53;5323;27;23081-2;2;50;99999;99999;50;1;1;99999;5;99999;2;99999;99999;4;2;99999;2;1;23081-1;2;4;4;4;4;4;76;26;88888;99999;99999;40;30;7653;99999;7653;5323;1;2;99999;1;0;1;0;2;99999;99999;99999;99999;1;1;4;0;2;99999;99999;99999;1;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;1;88888;88888;88888;1;0;2;2;2;2;2;2;1;99999;7;1;7;99999;2;2;99999;2;88888;99999,0;0;0,0;99999;99999,0;88888;99999,0;0;99999;99999,0;0,974884044;1;2;2;8;7,489040763
23130;53;5326;31;23130-1;1;24;1999-08-01;99999;99999;2;2;99999;5;99999;1;1;23130-2;1;4;99999;2;1;23130-2;1;3;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5326;99999;2;99999;1;0;1;0;1;1;1;1;2;1;1;1;5;1;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;2;99999;99999,0;2;99999;99999,0;1;2;88888;36;2;0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;99999;2;2;99999;2;77777;99999,0;77777;99999,0;99999;99999,0;0;0,0;4;99999;99999,0;0,993036589;1;2;2;7;59,00154232
23130;53;5326;31;23130-2;2;31;1992-09-12;99999;99999;1;1;99999;5;99999;2;99999;99999;1;4;99999;2;1;23130-1;1;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5326;99999;2;99999;1;0;1;0;1;1;1;1;2;1;2;2;1;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;1;10;2;2;2;99999;99999,0;2;99999;99999,0;1;88888;6;40;1;0;2;1;2;2;2;2;2;99999;2;2;1;1;99999;99999;99999;1;4000;4028,04896;88888;99999,0;99999;99999,0;0;0,0;4;99999;99999,0;0,993036589;1;2;2;7;46,86597956
23161;53;5307;10;23161-1;1;62;1961-10-26;99999;99999;2;2;99999;5;99999;1;2;99999;1;13;Cristao;1;2;99999;2;3;4;4;4;4;76;52;76520800;99999;99999;33;33;99999;99999;7653;5307;1;2;99999;1;0;1;0;2;99999;99999;99999;99999;1;1;1;0;2;2;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;7;2;4;2;2;1;1320;1354,007186;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;50;1320;1354,007186;0,974884044;1;2;2;2;33,10969077
23161;53;5307;10;23161-2;2;52;1971-02-17;99999;99999;2;2;99999;5;99999;12;99999;99999;1;12;99999;1;3;99999;2;4;3;4;4;4;76;52;76520800;99999;99999;24;24;99999;99999;7653;5307;1;2;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;1;0;2;2;99999;99999;2;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;1;1320;102575,2762;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;0;1320;1354,007186;0,974884044;1;2;2;8;34,23914971
23206;53;5326;31;23206-1;1;28;1996-02-12;99999;99999;2;2;99999;5;99999;1;1;23206-2;4;12;99999;2;1;23206-2;2;4;4;4;4;4;76;29;76290760;99999;99999;8;8;7629;76290760;7653;5326;2;1;7653;1;0;1;0;1;2;1;1;2;1;1;4;0;2;1;1;26;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;28;0;0,0;0,982195674;1;2;2;5;53,33901927
23206;53;5326;31;23206-2;2;33;99999;99999;33;1;1;99999;5;99999;2;99999;99999;4;12;99999;2;1;23206-1;1;4;4;4;4;4;76;52;76520870;99999;99999;12;12;99999;99999;7653;5326;2;1;7653;1;0;1;0;1;2;1;1;2;2;99999;99999;99999;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;2;88888;48;1;1;2;2;2;2;1;2;2;99999;5;3;3;99999;99999;99999;1;1;88888;99999,0;88888;99999,0;99999;99999,0;0;0,0;18;99999;99999,0;0,982195674;1;2;2;5;46,86597956
23206;53;5326;31;23206-3;3;0;2023-11-10;99999;99999;1;99999;99999;99999;99999;4;99999;99999;4;12;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;76;53;7653;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;4;0;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,982195674;99999;99999;99999;8;50,23581901
23290;53;5307;10;23290-1;1;36;1987-04-22;99999;99999;2;2;99999;5;99999;1;99999;99999;4;12;99999;1;2;99999;1;4;4;4;4;4;76;52;76521350;99999;99999;34;34;99999;99999;7653;5307;1;2;99999;1;0;0;1;1;2;1;1;2;1;1;1;0;2;1;2;27;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;1;1;0;8;1;0;1;2;2;2;2;2;2;99999;1;4;3;99999;99999;99999;2;1;1400;1422,390872;0;0,0;99999;99999,0;88888;99999,0;10;99999;99999,0;0,984258285;1;2;2;5;45,14813006
23290;53;5307;10;23290-2;2;11;99999;99999;11;1;99999;99999;99999;99999;5;99999;99999;4;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;5307;99999;99999;99999;0;0;0;0;1;2;2;1;2;1;1;4;0;2;99999;99999;99999;1;1;99999;1;1;2;0;2;2;2;2;1;2;2;2;2;99999;5;1;4;5;99999;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;2;0;0,0;0,984258285;99999;99999;99999;2;45,67889621
23290;53;5307;10;23290-3;3;2;99999;99999;2;2;99999;99999;99999;99999;5;99999;99999;1;12;99999;99999;99999;99999;99999;4;4;4;4;4;76;53;7653;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;0;0;0;0;2;99999;99999;99999;99999;1;1;4;0;2;99999;99999;99999;99999;2;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999;99999,0;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999,0;99999;99999,0;99999;99999,0;99999;99999,0;99999;0;0,0;0,984258285;99999;99999;99999;8;59,25293798
23341;52;5242;49;23341-1;1;37;99999;99999;37;2;2;99999;5;99999;1;1;23341-2;4;1;99999;1;1;23341-2;1;4;4;4;4;4;76;52;76520030;2;2;99999;99999;99999;99999;99999;5242;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;40;2;1;1;16;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;14;2;2;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;2;99999;99999,0;99999;99999,0;700;700,0;0;0,0;40;700;700,0;1,0;1;2;2;6;15,77401373
23341;52;5242;49;23341-2;2;49;99999;99999;49;1;1;99999;5;99999;2;99999;99999;4;1;99999;2;1;23341-1;1;4;4;4;4;4;76;52;76520580;2;2;99999;99999;99999;99999;99999;5242;99999;2;99999;1;0;1;0;1;2;1;2;2;1;1;1;40;1;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;9;1;3;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;14;0;0,0;1,0;1;2;2;5;12,11562745
23341;52;5242;49;23341-3;3;70;99999;99999;70;1;1;99999;5;99999;8;99999;99999;4;1;99999;2;2;99999;1;4;4;4;4;4;76;52;76521920;2;1;99999;50;99999;99999;99999;5242;8;2;99999;1;0;0;0;1;2;1;2;2;1;1;1;40;2;99999;99999;99999;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;99999;99999;2;2;1;1412;1412,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;14;1412;1412,0;1,0;1;2;2;8;10,67263057
23341;52;5242;49;23341-4;4;57;99999;99999;57;2;2;99999;5;99999;8;99999;99999;1;1;99999;2;2;99999;1;3;4;4;4;4;76;52;76520030;2;2;99999;99999;99999;99999;99999;5242;99999;2;99999;1;0;0;1;1;2;1;2;2;1;3;3;40;2;1;4;88888;1;2;1;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;88888;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;2;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;99999;1;99999;99999,0;99999;99999,0;99999;99999,0;0;0,0;40;0;0,0;1,0;1;2;2;8;10,83606161
23341;52;5242;49;23341-5;5;21;99999;99999;21;2;2;99999;5;99999;5;99999;99999;1;1;99999;1;3;99999;2;4;4;4;4;4;76;52;76520110;2;2;99999;99999;99999;99999;99999;5242;99999;2;99999;1;0;0;1;1;2;1;2;2;1;1;1;40;1;2;99999;99999;1;1;99999;2;1;3;40;2;2;2;2;1;2;2;2;2;99999;5;1;9;2;2;99999;99999;99999;99999;2;2;2;99999;99999,0;2;99999;99999,0;1;3;0;60;1;40;2;1;2;2;2;2;2;99999;2;3;3;99999;99999;99999;1;1;88888;99999,0;0;0,0;99999;99999,0;88888;99999,0;0;99999;99999,0;1,0;1;2;2;6;15,85490611
